obstime,tempr,ap,ws,wd,rh
1998-05-07,-13.8125,986.5625,0.625,2.25,-999.0
1998-05-08,-12.075,982.15,21.75,18.5,-999.0
1998-05-09,-18.775,989.0,12.0,17.625,-999.0
1998-05-10,-18.8625,989.475,3.375,12.625,-999.0
1998-05-11,-14.55,995.275,18.5,14.0,-999.0
1998-05-12,-9.3125,1003.8125,24.25,18.0,-999.0
1998-05-13,-6.075,1000.1,27.125,18.0,-999.0
1998-05-14,-7.425,998.5875,21.75,18.0,-999.0
1998-05-15,-5.425,982.925,20.5,15.75,-999.0
1998-05-16,-7.725,984.775,18.125,18.5,-999.0
1998-05-17,-8.7125,988.675,20.875,21.75,-999.0
1998-05-18,-12.4,988.25,12.875,13.375,-999.0
1998-05-19,-15.0,992.7625,16.75,18.5,-999.0
1998-05-20,-12.6,990.4125,22.75,18.0,-999.0
1998-05-21,-11.2875,985.8375,34.0,18.0,-999.0
1998-05-22,-7.55,975.85,21.625,22.0,-999.0
1998-05-23,-7.55,978.275,17.75,19.75,-999.0
1998-05-24,-4.9375,979.8125,21.375,21.375,-999.0
1998-05-25,-10.4125,982.35,9.25,12.5,-999.0
1998-05-26,-16.625,983.3,12.125,23.625,-999.0
1998-05-27,-6.525,983.6875,25.875,21.5,-999.0
1998-05-28,-4.7125,980.0,35.625,19.75,-999.0
1998-05-29,-6.6125,975.75,31.75,22.125,-999.0
1998-05-30,-12.275,968.7,25.25,24.5,-999.0
1998-05-31,-11.625,976.3875,19.25,24.25,-999.0
1998-06-01,-13.625,982.3625,19.5,23.875,-999.0
1998-06-02,-13.25,977.95,17.875,23.5,-999.0
1998-06-03,-13.7625,971.6125,18.0,19.125,-999.0
1998-06-04,-6.975,969.4125,32.625,20.75,-999.0
1998-06-05,-3.475,959.1,40.75,18.625,-999.0
1998-06-06,-7.725,985.6625,30.0,18.75,-999.0
1998-06-07,-10.575,984.3625,21.5,20.75,-999.0
1998-06-08,-12.125,986.1625,34.125,20.625,-999.0
1998-06-09,-7.6,977.05,44.625,18.75,-999.0
1998-06-10,-10.65,978.6375,19.375,18.0,-999.0
1998-06-11,-18.6625,980.5875,9.75,17.875,-999.0
1998-06-12,-10.475,980.2375,43.75,20.25,-999.0
1998-06-13,-6.825,979.6125,43.5,19.75,-999.0
1998-06-14,-8.2875,983.0,15.75,18.75,-999.0
1998-06-15,-12.6125,975.5,7.125,18.375,-999.0
1998-06-16,-15.775,975.4625,10.125,19.5,-999.0
1998-06-17,-13.1,978.5,24.875,21.0,-999.0
1998-06-18,-14.325,975.525,22.0,21.5,-999.0
1998-06-19,-15.25,979.2,26.0,24.25,-999.0
1998-06-20,-16.05,986.3375,22.75,24.25,-999.0
1998-06-21,-17.825,988.1875,5.75,10.75,-999.0
1998-06-22,-19.8,984.125,18.875,21.75,-999.0
1998-06-23,-21.9625,985.15,11.875,13.5,-999.0
1998-06-24,-23.4875,990.225,2.75,4.5,-999.0
1998-06-25,-23.7875,994.825,1.625,4.5,-999.0
1998-06-26,-24.125,997.025,0.0,0.0,-999.0
1998-06-27,-21.0375,1001.6,0.0,0.0,-999.0
1998-06-28,-15.6875,1002.8875,2.75,6.75,-999.0
1998-06-29,-11.7625,989.9125,29.125,17.0,-999.0
1998-06-30,-12.85,973.7375,26.875,22.875,-999.0
1998-07-01,-13.7625,972.5625,22.375,25.75,-999.0
1998-07-02,-10.75,986.575,30.5,20.875,-999.0
1998-07-03,-12.65,982.2,27.75,26.0,-999.0
1998-07-04,-13.7125,984.25,17.5,21.0,-999.0
1998-07-05,-13.7625,977.925,5.625,10.875,-999.0
1998-07-06,-13.7875,976.35,24.0,23.25,-999.0
1998-07-07,-11.35,981.55,37.375,27.375,-999.0
1998-07-08,-136.175,987.3,-107.5,-99.625,-999.0
1998-07-09,-18.3125,982.0625,12.625,30.875,-999.0
1998-07-10,-14.9125,971.6,28.25,19.75,-999.0
1998-07-11,-17.1,971.5625,9.25,11.5,-999.0
1998-07-12,-13.2625,975.9625,20.875,24.75,-999.0
1998-07-13,-15.675,986.25,8.625,14.125,-999.0
1998-07-14,-19.675,988.8,10.875,13.5,-999.0
1998-07-15,-21.95,994.5125,4.625,7.0,-999.0
1998-07-16,-19.25,995.3375,6.625,6.75,-999.0
1998-07-17,-23.7125,990.3875,0.625,2.875,-999.0
1998-07-18,-24.9625,997.775,0.0,0.0,-999.0
1998-07-19,-19.35,999.7625,1.25,2.25,-999.0
1998-07-20,-14.6,991.65,18.5,4.75,-999.0
1998-07-21,-10.1875,983.9625,27.25,18.0,-999.0
1998-07-22,-12.9625,979.925,21.875,18.0,-999.0
1998-07-23,-11.4625,979.2875,17.125,18.0,-999.0
1998-07-24,-12.475,985.85,23.125,18.0,-999.0
1998-07-25,-12.6875,988.9375,24.0,18.0,-999.0
1998-07-26,-13.7,982.3875,18.875,18.5,-999.0
1998-07-27,-14.8375,986.4625,16.375,21.0,-999.0
1998-07-28,-13.675,992.4625,22.375,23.25,-999.0
1998-07-29,-19.35,975.3875,16.375,20.875,-999.0
1998-07-30,-22.8,968.8,4.875,7.625,-999.0
1998-07-31,-22.85,976.4875,3.0,4.5,-999.0
1998-08-01,-19.0375,985.7,12.0,19.0,-999.0
1998-08-02,-21.6625,985.0875,12.0,14.75,-999.0
1998-08-03,-19.275,987.2125,15.375,17.75,-999.0
1998-08-04,-17.675,981.675,25.875,18.0,-999.0
1998-08-05,-17.0125,980.4375,17.0,14.375,-999.0
1998-08-06,-21.4875,976.775,16.5,24.5,-999.0
1998-08-07,-15.95,978.8875,20.625,23.5,-999.0
1998-08-08,-20.25,988.8375,8.875,16.375,-999.0
1998-08-09,-21.1625,975.5,11.25,14.375,-999.0
1998-08-10,-20.975,968.1375,12.5,16.5,-999.0
1998-08-11,-15.1875,970.4125,24.0,22.875,-999.0
1998-08-12,-15.7875,984.6375,22.25,21.75,-999.0
1998-08-13,-20.1875,986.4,6.625,9.125,-999.0
1998-08-14,-24.5625,991.2375,4.75,9.375,-999.0
1998-08-15,-19.0125,1000.7375,23.625,15.75,-999.0
1998-08-16,-12.9625,1001.9375,27.875,18.0,-999.0
1998-08-17,-10.45,988.2375,38.25,18.0,-999.0
1998-08-18,-10.875,981.95,35.0,18.0,-999.0
1998-08-19,-12.5375,993.0625,24.875,18.0,-999.0
1998-08-20,-15.375,989.2875,10.625,9.0,-999.0
1998-08-21,-19.075,998.25,6.125,23.125,-999.0
1998-08-22,-16.8125,1001.4375,26.625,18.0,-999.0
1998-08-23,-13.0,988.6625,29.5,18.0,-999.0
1998-08-24,-12.55,984.2125,31.0,18.0,-999.0
1998-08-25,-13.525,984.425,9.75,13.5,-999.0
1998-08-26,-16.3,977.175,15.125,16.25,-999.0
1998-08-27,-21.175,982.2,0.0,0.0,-999.0
1998-08-28,-27.175,977.2875,0.0,0.0,-999.0
1998-08-29,-28.6125,974.5,0.0,0.0,-999.0
1998-08-30,-31.3625,981.025,1.5,2.25,-999.0
1998-08-31,-29.3625,984.275,5.25,18.0,-999.0
1998-09-01,-27.425,981.175,9.5,16.625,-999.0
1998-09-02,-29.0875,981.65,16.125,11.875,-999.0
1998-09-03,-19.3875,982.375,40.125,18.0,-999.0
1998-09-04,-11.475,974.0875,29.25,19.125,-999.0
1998-09-05,-8.5625,965.5375,28.375,21.75,-999.0
1998-09-06,-8.325,981.2375,27.25,18.0,-999.0
1998-09-07,-7.4125,981.1375,27.25,21.75,-999.0
1998-09-08,-7.075,979.3875,39.125,18.0,-999.0
1998-09-09,-11.125,993.7625,24.125,18.0,-999.0
1998-09-10,-17.7375,1004.7625,6.75,15.25,-999.0
1998-09-11,-20.075,1005.5125,4.375,6.5,-999.0
1998-09-12,-13.8375,997.25,16.125,22.375,-999.0
1998-09-13,-19.1625,996.65,3.75,9.0,-999.0
1998-09-14,-14.875,982.75,17.25,18.75,-999.0
1998-09-15,-12.85,976.325,15.0,18.25,-999.0
1998-09-16,-16.3125,981.7375,22.125,25.375,-999.0
1998-09-17,-18.9625,981.3125,9.625,16.625,-999.0
1998-09-18,-23.725,985.2375,5.0,9.625,-999.0
1998-09-19,-14.25,972.625,27.25,22.375,-999.0
1998-09-20,-8.175,971.15,32.625,18.5,-999.0
1998-09-21,-9.0875,977.475,35.625,19.75,-999.0
1998-09-22,-13.7875,990.225,16.625,22.375,-999.0
1998-09-23,-18.0125,992.0375,8.5,22.875,-999.0
1998-09-24,-22.15,982.65,0.0,0.0,-999.0
1998-09-25,-20.85,977.3375,18.25,13.5,-999.0
1998-09-26,-15.8125,977.725,26.75,21.0,-999.0
1998-09-27,-14.95,981.8625,22.5,24.0,-999.0
1998-09-28,-16.975,982.6625,18.25,19.125,-999.0
1998-09-29,-21.675,975.6,12.875,18.625,-999.0
1998-09-30,-13.9,983.0625,18.25,15.75,-999.0
1998-10-01,-11.875,979.6625,21.25,24.625,-999.0
1998-10-02,-15.725,982.65,11.0,22.625,-999.0
1998-10-03,-16.2625,993.0625,10.75,27.625,-999.0
1998-10-04,-19.475,991.45,0.0,0.0,-999.0
1998-10-05,-15.6375,988.3625,0.625,0.375,-999.0
1998-10-06,-17.8,990.75,4.625,8.0,-999.0
1998-10-07,-21.9125,987.3875,3.875,9.25,-999.0
1998-10-08,-18.1125,976.25,21.625,24.125,-999.0
1998-10-09,-19.4125,970.8375,8.125,9.875,-999.0
1998-10-10,-16.1125,977.125,10.625,11.25,-999.0
1998-10-11,-14.9375,988.575,14.5,15.0,-999.0
1998-10-12,-12.625,989.3125,15.5,17.25,-999.0
1998-10-13,-8.0125,987.3375,24.0,20.125,-999.0
1998-10-14,-4.625,976.9875,32.125,20.875,-999.0
1998-10-15,-4.775,977.3125,32.25,18.5,-999.0
1998-10-16,-7.35,987.525,25.375,16.875,-999.0
1998-10-17,-11.8625,992.5,13.25,16.625,-999.0
1998-10-18,-138.225,991.1125,-119.0,11.375,-999.0
1998-10-19,-16.6125,982.25,2.5,6.25,-999.0
1998-10-20,-15.6875,970.3,12.875,15.5,-999.0
1998-10-21,-13.8125,979.975,24.125,18.0,-999.0
1998-10-22,-16.35,985.5875,6.875,13.75,-999.0
1998-10-23,-15.8625,994.1,3.125,8.5,-999.0
1998-10-24,-13.075,991.6125,19.375,15.875,-999.0
1998-10-25,-10.7875,973.3125,53.0,16.5,-999.0
1998-10-26,-8.6625,984.2125,32.125,19.75,-999.0
1998-10-27,-8.15,984.6625,15.0,23.875,-999.0
1998-10-28,-10.775,984.3375,29.125,15.875,-999.0
1998-10-29,-9.7875,983.3625,14.625,21.625,-999.0
1998-10-30,-8.8625,975.275,32.625,20.0,-999.0
1998-10-31,-5.575,969.3375,25.375,14.75,-999.0
1998-11-01,-9.2,985.15,5.0,10.875,-999.0
1998-11-02,-10.625,988.6,13.0,9.5,-999.0
1998-11-03,-10.225,993.6875,10.25,14.25,-999.0
1998-11-04,-11.15,991.275,11.875,20.875,-999.0
1998-11-05,-9.8125,983.5625,26.375,23.625,-999.0
1998-11-06,-8.575,982.075,27.875,24.5,-999.0
1998-11-07,-5.625,976.6,25.5,23.0,-999.0
1998-11-08,-4.4,974.275,15.625,19.25,-999.0
1998-11-09,-6.65,979.8125,7.625,3.5,-999.0
1998-11-10,-7.9125,982.9,7.875,7.125,-999.0
1998-11-11,-7.2,969.3375,9.5,13.375,-999.0
1998-11-12,-4.975,963.4375,17.5,19.375,-999.0
1998-11-13,-3.65,976.175,18.0,19.875,-999.0
1998-11-14,-6.1875,973.7125,14.75,19.875,-999.0
1998-11-15,-6.6625,975.6375,19.25,18.0,-999.0
1998-11-16,-4.65,974.2125,24.5,17.0,-999.0
1998-11-17,-2.675,971.85,20.125,17.5,-999.0
1998-11-18,-5.025,976.4625,12.0,12.5,-999.0
1998-11-19,-5.0,988.8125,5.75,13.375,-999.0
1998-11-20,-2.8625,982.475,23.125,17.875,-999.0
1998-11-21,-2.3125,979.025,27.25,12.0,-999.0
1998-11-22,-1.1375,982.3625,30.0,10.75,-999.0
1998-11-23,-0.2625,976.2,16.5,14.0,-999.0
1998-11-24,0.2625,972.5,23.125,10.625,-999.0
1998-11-25,0.125,973.975,19.0,15.875,-999.0
1998-11-26,5.55e-17,971.9375,14.125,18.5,-999.0
1998-11-27,-1.3125,978.475,9.25,11.5,-999.0
1998-11-28,-2.85,978.5375,7.0,5.125,-999.0
1998-11-29,-2.4,976.6,8.25,6.875,-999.0
1998-11-30,-2.2,981.7875,16.875,12.0,-999.0
1998-12-01,-2.3125,994.2625,5.5,4.25,-999.0
1998-12-02,-0.6375,990.5,21.875,15.75,-999.0
1998-12-03,0.5125,974.45,21.75,15.5,-999.0
1998-12-04,-2.175,978.6,22.625,14.125,-999.0
1998-12-05,-2.1,966.85,21.5,16.625,-999.0
1998-12-06,-4.5,972.4875,11.5,6.75,-999.0
1998-12-07,-2.9375,970.2,35.875,10.375,-999.0
1998-12-08,-1.925,971.45,27.125,16.0,-999.0
1998-12-09,-1.7,974.1875,12.75,13.625,-999.0
1998-12-10,-1.225,973.425,14.5,5.875,-999.0
1998-12-11,-1.1875,973.6375,10.5,13.375,-999.0
1998-12-12,-0.9,975.9,3.625,4.5,-999.0
1998-12-13,0.725,976.7625,9.5,6.75,-999.0
1998-12-14,-2.05,981.45,10.5,5.0,-999.0
1998-12-15,-2.15,985.5875,1.875,5.625,-999.0
1998-12-16,0.075,986.0625,9.125,9.5,-999.0
1998-12-17,0.025,985.575,0.625,3.375,-999.0
1998-12-18,-0.7875,980.6625,8.5,9.125,-999.0
1998-12-19,-0.775,983.3625,7.375,6.875,-999.0
1998-12-20,-1.45,987.9625,10.5,13.75,-999.0
1998-12-21,-2.45,989.6375,0.0,0.0,-999.0
1998-12-22,-0.9375,1000.425,12.125,26.625,-999.0
1998-12-23,-0.275,993.7,8.625,2.75,-999.0
1998-12-24,-2.325,985.55,9.75,11.25,-999.0
1998-12-25,-2.1125,990.975,4.125,10.25,-999.0
1998-12-26,-1.05,994.5625,0.625,0.625,-999.0
1998-12-27,-2.05,994.8375,2.75,4.5,-999.0
1998-12-28,-0.8125,997.7625,18.25,3.125,-999.0
1998-12-29,0.4875,993.4875,25.625,3.25,-999.0
1998-12-30,2.15,987.0,29.375,7.0,-999.0
1998-12-31,3.0875,985.3375,24.5,9.25,-999.0
1999-01-01,2.9,989.2625,16.75,8.875,-999.0
1999-01-02,3.3625,979.7625,15.75,21.375,-999.0
1999-01-03,3.675,979.0,21.625,27.625,-999.0
1999-01-04,1.125,984.175,19.375,27.25,-999.0
1999-01-05,0.45,987.1375,24.25,28.0,-999.0
1999-01-06,0.575,990.9625,14.5,24.5,-999.0
1999-01-07,0.875,983.5875,13.625,22.75,-999.0
1999-01-08,2.4125,979.2375,16.75,27.875,-999.0
1999-01-09,3.825,977.9,12.875,24.75,-999.0
1999-01-10,1.325,980.775,20.375,26.75,-999.0
1999-01-11,0.125,985.5375,19.5,15.875,-999.0
1999-01-12,0.9,989.1,4.25,9.0,-999.0
1999-01-13,1.9125,995.1375,17.625,9.5,-999.0
1999-01-14,2.975,988.65,34.875,10.375,-999.0
1999-01-15,2.4,989.4,32.375,13.625,-999.0
1999-01-16,5.4375,986.9625,17.5,12.125,-999.0
1999-01-17,3.075,992.1375,10.0,9.375,-999.0
1999-01-18,1.525,873.45,10.75,13.125,-999.0
1999-01-19,1.1875,126.175,8.625,10.375,-999.0
1999-01-20,-0.1625,624.075,19.25,15.375,-999.0
1999-01-21,-2.775,990.025,29.875,12.25,-999.0
1999-01-22,-2.4875,990.4375,33.5,10.0,-999.0
1999-01-23,-0.9875,990.4875,14.875,19.625,-999.0
1999-01-24,-1.825,990.975,5.375,14.125,-999.0
1999-01-25,-0.6625,989.4,12.0,12.25,-999.0
1999-01-26,-1.275,986.5375,25.75,14.25,-999.0
1999-01-27,-0.9375,983.5375,38.5,14.0,-999.0
1999-01-28,-0.2,981.4875,25.625,13.25,-999.0
1999-01-29,0.25,979.4375,20.375,13.75,-999.0
1999-01-30,1.3125,979.575,23.875,13.625,-999.0
1999-01-31,-0.375,979.4,24.125,13.625,-999.0
1999-02-01,-2.6375,984.3625,10.25,16.625,-999.0
1999-02-02,-2.875,985.9875,9.375,15.5,-999.0
1999-02-03,-1.5625,1000.125,9.375,20.75,-999.0
1999-02-04,-1.4,996.7625,1.875,32.375,-999.0
1999-02-05,-0.4875,990.7625,13.25,12.875,-999.0
1999-02-06,0.0625,978.8875,9.0,15.0,-999.0
1999-02-07,-2.4125,979.7,11.125,12.25,-999.0
1999-02-08,-3.425,982.3125,22.125,14.25,-999.0
1999-02-09,-2.625,989.25,27.0,14.0,-999.0
1999-02-10,-0.7875,993.375,19.125,13.625,-999.0
1999-02-11,-2.45,990.7625,11.25,16.125,-999.0
1999-02-12,-4.1,990.8625,15.75,17.5,-999.0
1999-02-13,-4.0625,993.1625,17.25,14.375,-999.0
1999-02-14,-5.175,987.1875,18.875,11.125,-999.0
1999-02-15,-2.7125,992.3375,18.125,13.5,-999.0
1999-02-16,-2.75,992.8,14.5,11.75,-999.0
1999-02-17,-4.0125,990.1625,10.125,10.375,-999.0
1999-02-18,-4.55,993.5375,8.625,9.375,-999.0
1999-02-19,-4.5,994.3625,15.875,10.75,-999.0
1999-02-20,-4.35,992.6625,25.5,14.25,-999.0
1999-02-21,-3.9125,989.9125,24.875,14.25,-999.0
1999-02-22,-2.7625,987.5625,28.875,13.25,-999.0
1999-02-23,-1.95,992.1625,19.5,11.5,-999.0
1999-02-24,-4.7375,988.1375,10.5,12.75,-999.0
1999-02-25,-7.0875,984.4,5.75,13.25,-999.0
1999-02-26,-5.4625,993.9125,17.375,13.0,-999.0
1999-02-27,-4.1375,994.1125,15.0,10.75,-999.0
1999-02-28,-3.3,988.0875,13.375,11.0,-999.0
1999-03-01,-4.125,991.025,21.5,10.75,-999.0
1999-03-02,-0.9,992.725,34.375,14.25,-999.0
1999-03-03,-0.5625,988.125,22.0,16.875,-999.0
1999-03-04,-1.5375,985.75,17.5,15.375,-999.0
1999-03-05,-0.175,980.55,19.125,16.25,-999.0
1999-03-06,-0.675,976.65,19.75,15.75,-999.0
1999-03-07,-4.875,978.3875,8.375,20.0,-999.0
1999-03-08,-7.325,978.675,9.625,14.125,-999.0
1999-03-09,-6.8125,984.4125,17.0,11.625,-999.0
1999-03-10,-5.925,983.4375,22.875,12.875,-999.0
1999-03-11,-6.85,981.1,18.125,13.25,-999.0
1999-03-12,-8.1875,982.7375,20.625,14.0,-999.0
1999-03-13,-8.0875,982.3125,26.875,13.625,-999.0
1999-03-14,-6.9375,984.7875,24.75,13.625,-999.0
1999-03-15,-6.0125,984.5375,24.125,13.625,-999.0
1999-03-16,-6.85,985.9125,21.0,14.0,-999.0
1999-03-17,-8.5125,988.0375,16.5,15.25,-999.0
1999-03-18,-7.5875,990.3625,15.75,16.375,-999.0
1999-03-19,-7.2125,992.55,25.0,13.5,-999.0
1999-03-20,-11.3375,996.5625,10.625,10.25,-999.0
1999-03-21,-13.125,993.825,29.375,15.0,-999.0
1999-03-22,-13.5,989.8125,9.75,12.375,-999.0
1999-03-23,-13.25,983.8125,34.875,15.75,-999.0
1999-03-24,-11.9375,984.875,21.5,17.75,-999.0
1999-03-25,-11.525,990.55,19.375,16.25,-999.0
1999-03-26,-9.8625,994.7,12.875,12.125,-999.0
1999-03-27,-9.675,991.0,8.625,11.75,-999.0
1999-03-28,-8.7625,994.3625,12.25,17.75,-999.0
1999-03-29,-11.1,1001.125,7.875,17.75,-999.0
1999-03-30,-8.775,990.4375,19.75,11.75,-999.0
1999-03-31,-11.525,986.2125,4.75,20.5,-999.0
1999-04-01,-12.9375,983.425,17.25,16.0,-999.0
1999-04-02,-11.3,985.3,23.5,15.0,-999.0
1999-04-03,-10.7125,987.1125,15.375,13.125,-999.0
1999-04-04,-15.725,984.6625,16.375,16.0,-999.0
1999-04-05,-16.9375,987.05,4.25,6.625,-999.0
1999-04-06,-18.125,985.425,3.5,7.0,-999.0
1999-04-07,-16.4625,986.3625,9.5,10.875,-999.0
1999-04-08,-15.9375,989.15,13.125,13.375,-999.0
1999-04-09,-14.1875,987.35,25.625,16.5,-999.0
1999-04-10,-14.8875,986.8625,14.625,15.0,-999.0
1999-04-11,-15.6375,983.9125,7.5,13.375,-999.0
1999-04-12,-17.675,985.9125,6.875,9.25,-999.0
1999-04-13,-17.325,989.2,24.375,17.25,-999.0
1999-04-14,-11.0,990.8625,23.375,14.625,-999.0
1999-04-15,-13.3,986.225,19.375,10.5,-999.0
1999-04-16,-16.5,976.9125,20.25,13.0,-999.0
1999-04-17,-13.7875,977.1,28.875,15.75,-999.0
1999-04-18,-12.2125,979.8125,28.125,15.5,-999.0
1999-04-19,-9.725,981.15,37.625,13.25,-999.0
1999-04-20,-10.3625,977.2,14.375,15.875,-999.0
1999-04-21,-8.1875,968.0,32.875,15.375,-999.0
1999-04-22,-7.575,980.1375,21.875,14.75,-999.0
1999-04-23,-15.2625,977.6125,3.125,8.5,-999.0
1999-04-24,-16.5125,976.8125,18.25,16.0,-999.0
1999-04-25,-12.2625,980.4,34.5,14.0,-999.0
1999-04-26,-10.3375,980.2625,39.125,14.0,-999.0
1999-04-27,-7.7375,967.05,33.75,16.0,-999.0
1999-04-28,-12.5375,970.8375,9.375,17.125,-999.0
1999-04-29,-13.925,970.5,17.875,17.75,-999.0
1999-04-30,-12.1,973.0625,23.375,13.25,-999.0
1999-05-01,-14.6875,982.15,20.0,15.75,-999.0
1999-05-02,-15.5125,980.95,31.75,16.25,-999.0
1999-05-03,-17.8,974.85,23.0,17.5,-999.0
1999-05-04,-12.025,983.575,27.375,15.875,-999.0
1999-05-05,-9.025,980.45,37.125,15.25,-999.0
1999-05-06,-8.8375,982.6625,36.25,14.0,-999.0
1999-05-07,-7.875,982.2375,35.375,15.5,-999.0
1999-05-08,-10.9875,979.925,29.875,14.875,-999.0
1999-05-09,-13.2375,974.6875,31.625,15.0,-999.0
1999-05-10,-11.4125,975.2875,24.875,14.25,-999.0
1999-05-11,-11.0375,976.625,13.875,12.625,-999.0
1999-05-12,-15.6625,975.2375,18.25,14.75,-999.0
1999-05-13,-17.7875,976.9875,25.75,17.75,-999.0
1999-05-14,-15.5125,984.725,17.875,16.25,-999.0
1999-05-15,-21.2625,981.5625,17.875,13.625,-999.0
1999-05-16,-15.9125,972.7875,22.125,14.125,-999.0
1999-05-17,-21.1,973.7,9.25,11.75,-999.0
1999-05-18,-16.9375,980.725,23.375,17.5,-999.0
1999-05-19,-11.8,978.55,27.5,14.0,-999.0
1999-05-20,-12.1875,980.7125,36.25,15.75,-999.0
1999-05-21,-15.1625,980.7,37.5,17.5,-999.0
1999-05-22,-16.05,977.375,31.125,17.75,-999.0
1999-05-23,-11.2125,967.6125,29.625,18.875,-999.0
1999-05-24,-8.0875,980.8875,30.0,14.25,-999.0
1999-05-25,-10.2,994.7,21.125,16.5,-999.0
1999-05-26,-17.9375,987.2375,11.5,13.0,-999.0
1999-05-27,-21.025,994.9625,10.875,15.75,-999.0
1999-05-28,-20.225,995.9125,10.75,11.75,-999.0
1999-05-29,-15.45,993.4,28.5,14.75,-999.0
1999-05-30,-10.0,981.2,41.75,14.75,-999.0
1999-05-31,-9.15,977.075,32.375,13.625,-999.0
1999-06-01,-14.7,980.3875,21.25,12.5,-999.0
1999-06-02,-17.875,973.6,25.5,12.5,-999.0
1999-06-03,-16.725,976.425,20.375,13.25,-999.0
1999-06-04,-19.45,981.9875,19.375,18.0,-999.0
1999-06-05,-17.3125,991.0375,17.375,12.75,-999.0
1999-06-06,-15.2,990.725,23.375,15.25,-999.0
1999-06-07,-10.7875,986.5,33.625,13.5,-999.0
1999-06-08,-9.775,989.7125,35.5,13.25,-999.0
1999-06-09,-12.175,995.05,37.5,14.0,-999.0
1999-06-10,-11.475,995.5125,25.25,14.0,-999.0
1999-06-11,-15.975,992.3,19.75,16.625,-999.0
1999-06-12,-10.425,996.6125,25.375,15.75,-999.0
1999-06-13,-10.5625,1000.1,19.5,14.875,-999.0
1999-06-14,-11.4125,995.5625,23.5,17.5,-999.0
1999-06-15,-7.6,1001.0375,29.75,14.25,-999.0
1999-06-16,-10.1125,1016.8125,33.125,16.0,-999.0
1999-06-17,-13.7875,1014.825,18.5,15.5,-999.0
1999-06-18,-12.825,1010.175,24.375,14.5,-999.0
1999-06-19,-9.675,1000.3,41.5,15.125,-999.0
1999-06-20,-5.8375,991.125,47.625,14.0,-999.0
1999-06-21,-4.9875,994.4625,39.875,12.5,-999.0
1999-06-22,-8.3375,996.0875,29.375,11.375,-999.0
1999-06-23,-10.1,997.7125,25.875,11.5,-999.0
1999-06-24,-9.075,993.1875,23.625,10.0,-999.0
1999-06-25,-4.6875,983.2,35.125,13.25,-999.0
1999-06-26,-7.075,980.025,34.625,11.0,-999.0
1999-06-27,-8.225,989.625,42.875,12.875,-999.0
1999-06-28,-9.3875,994.4,33.5,15.0,-999.0
1999-06-29,-11.775,994.35,21.25,16.25,-999.0
1999-06-30,-12.9625,995.9,21.625,17.125,-999.0
1999-07-01,-6.9375,984.65,30.125,14.5,-999.0
1999-07-02,-8.0,979.175,21.875,14.25,-999.0
1999-07-03,-12.1125,977.0125,29.0,14.0,-999.0
1999-07-04,-15.375,970.6125,32.25,11.75,-999.0
1999-07-05,-18.45,975.4125,19.625,13.125,-999.0
1999-07-06,-26.2875,978.1125,0.75,1.75,-999.0
1999-07-07,-27.6875,981.725,3.875,4.875,-999.0
1999-07-08,-29.3625,987.7875,0.625,3.375,-999.0
1999-07-09,-24.5375,989.4,1.25,1.75,-999.0
1999-07-10,-20.65,992.775,9.875,16.25,-999.0
1999-07-11,-21.875,993.675,8.0,13.625,-999.0
1999-07-12,-20.6875,994.1625,6.875,6.0,-999.0
1999-07-13,-22.175,995.3375,2.625,15.0,-999.0
1999-07-14,-24.5375,989.3625,1.0,5.625,-999.0
1999-07-15,-23.9625,993.8125,6.25,20.875,-999.0
1999-07-16,-26.8375,1002.175,1.625,6.75,-999.0
1999-07-17,-26.375,1002.85,3.5,3.125,-999.0
1999-07-18,-18.65,995.8625,22.25,11.125,-999.0
1999-07-19,-14.7375,987.2875,29.0,10.5,-999.0
1999-07-20,-16.6625,991.5625,31.75,11.0,-999.0
1999-07-21,-15.0875,1002.8,26.0,11.375,-999.0
1999-07-22,-11.55,988.4125,47.375,13.25,-999.0
1999-07-23,-6.3375,967.1875,60.0,12.5,-999.0
1999-07-24,-12.625,987.85,35.625,15.0,-999.0
1999-07-25,-14.4625,985.775,21.75,15.625,-999.0
1999-07-26,-12.9375,973.4625,24.625,16.0,-999.0
1999-07-27,-14.4875,981.6,15.625,15.875,-999.0
1999-07-28,-15.2625,985.025,6.5,6.75,-999.0
1999-07-29,-22.8375,989.7125,3.25,11.125,-999.0
1999-07-30,-21.625,990.1,6.375,11.875,-999.0
1999-07-31,-21.4125,997.35,9.125,12.375,-999.0
1999-08-01,-18.9625,1009.1625,11.0,11.5,-999.0
1999-08-02,-18.2375,1006.6375,3.25,9.625,-999.0
1999-08-03,-18.8375,1009.35,2.125,2.875,-999.0
1999-08-04,-14.3875,1001.325,6.375,6.25,-999.0
1999-08-05,-17.65,998.2,24.0,13.125,-999.0
1999-08-06,-19.725,999.25,41.75,10.75,-999.0
1999-08-07,-12.7,986.75,38.125,13.25,-999.0
1999-08-08,-10.375,984.425,33.625,11.75,-999.0
1999-08-09,-11.7625,982.675,18.625,11.375,-999.0
1999-08-10,-9.525,983.6375,15.75,10.125,-999.0
1999-08-11,-12.175,982.55,7.75,15.625,-999.0
1999-08-12,-15.0,986.4625,6.875,5.875,-999.0
1999-08-13,-11.6625,985.4625,31.75,11.75,-999.0
1999-08-14,-8.9625,954.8125,53.0,13.625,-999.0
1999-08-15,-14.3,964.4875,20.75,8.75,-999.0
