obstime,tempr,ap,ws,wd,rh
19-03-2015 10:00,-9.39,983.43,5.99,203.8,NaN
19-03-2015 11:00,-9.19,983.32,6.13,223.27,NaN
19-03-2015 12:00,-9.59,983.3,6.56,207.47,NaN
19-03-2015 13:00,-10.44,983.23,6.95,224.85,NaN
19-03-2015 14:00,-10.84,983.17,8.31,218.08,NaN
19-03-2015 15:00,-10.71,982.91,7.46,218.58,NaN
19-03-2015 16:00,-10.87,982.49,7.65,218.17,NaN
19-03-2015 17:00,-11.17,982.11,8.38,216.77,NaN
19-03-2015 18:00,-11.7,981.69,8.82,219.03,NaN
19-03-2015 19:00,-11.92,981.09,8.26,215.88,NaN
19-03-2015 20:00,-12.29,980.45,7.04,204.48,NaN
19-03-2015 21:00,-12.7,980.07,7.13,202.28,NaN
19-03-2015 22:00,-12.79,979.66,6.85,217.35,NaN
19-03-2015 23:00,-12.67,979.42,5.93,240.75,NaN
20-03-2015 00:00,-12.29,979.02,6.03,238.28,NaN
20-03-2015 01:00,-11.92,978.71,5.59,239.68,NaN
20-03-2015 02:00,-11.31,978.42,5.09,235.25,NaN
20-03-2015 03:00,-10.54,978.22,4.76,227.9,NaN
20-03-2015 04:00,-10.69,978.03,3.42,229.23,NaN
20-03-2015 05:00,-10.62,977.66,3.38,245.97,NaN
20-03-2015 06:00,-10.58,977.49,3.32,241.67,NaN
20-03-2015 07:00,-10.43,977.33,5.58,114.05,NaN
20-03-2015 08:00,-10.44,977.33,7.08,77.12,NaN
20-03-2015 09:00,-10.53,977.11,7.77,85.23,NaN
20-03-2015 10:00,-10.71,976.86,8.93,79.07,NaN
20-03-2015 11:00,-10.66,976.68,8.51,70.05,NaN
20-03-2015 12:00,-10.89,976.71,7.8,44.47,NaN
20-03-2015 13:00,-11.43,976.62,7.23,59.43,NaN
20-03-2015 14:00,-12.78,976.07,6.91,76.75,NaN
20-03-2015 15:00,-14.34,975.53,7.29,90.75,NaN
20-03-2015 16:00,-13.86,974.74,6.56,90.28,NaN
20-03-2015 17:00,-13.75,974.13,6.27,111.97,NaN
20-03-2015 18:00,-14.03,973.46,7.32,119.62,NaN
20-03-2015 19:00,-14.17,972.75,9.8,114.7,NaN
20-03-2015 20:00,-14.52,972,10.94,117.9,NaN
20-03-2015 21:00,-14.56,971.52,9.44,95.93,NaN
20-03-2015 22:00,-14.74,971,8.97,88.57,NaN
20-03-2015 23:00,-14.77,970.37,10.35,89.13,NaN
21-03-2015 00:00,-14.58,969.77,10.92,89.48,NaN
21-03-2015 01:00,-14.54,969.18,11.12,86.52,NaN
21-03-2015 02:00,-14.21,968.54,11.11,87.45,NaN
21-03-2015 03:00,-13.13,968.02,11.33,87.9,NaN
21-03-2015 04:00,-13.04,967.45,11.25,87.43,NaN
21-03-2015 05:00,-12.31,966.95,10.52,86.78,NaN
21-03-2015 06:00,-11.72,966.57,10.11,86.9,NaN
21-03-2015 07:00,-10.71,966.26,10.45,87.8,NaN
21-03-2015 08:00,-10.31,966.05,8.83,87.18,NaN
21-03-2015 09:00,-10.15,965.78,10.29,85.42,NaN
21-03-2015 10:00,-10.22,965.55,9.41,87,NaN
21-03-2015 11:00,-10.71,965.27,8.79,81.48,NaN
21-03-2015 12:00,-11.04,964.79,7.7,79.27,NaN
21-03-2015 13:00,-11.53,964.46,7.21,83.32,NaN
21-03-2015 14:00,-11.64,964.3,6.86,82.55,NaN
21-03-2015 15:00,-11.86,964.06,6.33,87.4,NaN
21-03-2015 16:00,-11.98,963.82,6.37,88.78,NaN
21-03-2015 17:00,-11.54,963.82,6.93,93.75,NaN
21-03-2015 18:00,-10.95,963.79,7.02,92.21,NaN
21-03-2015 19:00,-10.84,963.74,7.92,95.42,NaN
21-03-2015 20:00,-10.7,963.74,7.76,96.77,NaN
21-03-2015 21:00,-10.87,963.94,6.86,98.98,NaN
21-03-2015 22:00,-10.78,964.17,6.02,91.83,NaN
21-03-2015 23:00,-10.34,964.44,7.35,97.23,NaN
22-03-2015 00:00,-10.6,964.66,6.94,94.27,NaN
22-03-2015 01:00,-10.8,964.99,6.37,89.86,NaN
22-03-2015 02:00,-11.35,965.27,7.59,94.64,NaN
22-03-2015 03:00,-11.57,965.56,7.02,95.07,NaN
22-03-2015 04:00,-11.66,966.07,4.94,86.93,NaN
22-03-2015 05:00,-11.34,966.68,5.11,87.47,NaN
22-03-2015 06:00,-10.72,967.54,5.36,105.25,NaN
22-03-2015 07:00,-11.29,968.38,5,244.47,NaN
22-03-2015 08:00,-11.79,969.38,5.44,254.64,NaN
22-03-2015 09:00,-12.5,970.27,4.83,228.17,NaN
22-03-2015 10:00,-13.08,971.12,3.88,208.55,NaN
22-03-2015 11:00,-13.88,972.03,3.93,298.07,NaN
22-03-2015 12:00,-14.96,972.73,4.74,299.45,NaN
22-03-2015 13:00,-14.96,973.79,4.91,326.6,NaN
22-03-2015 14:00,-15.2,974.92,5.02,315.72,NaN
22-03-2015 15:00,-15.16,973.11,5.38,84.96,NaN
22-03-2015 16:00,-15.11,976.6,6.31,329.2,NaN
22-03-2015 17:00,-15.74,978.44,7.02,250.12,NaN
22-03-2015 18:00,-15.89,979.29,7.12,321.32,NaN
22-03-2015 19:00,-16.01,980.22,6.43,294.93,NaN
22-03-2015 20:00,-15.92,981.01,5.77,341.92,NaN
22-03-2015 21:00,-15.81,982.02,5.26,313.12,NaN
22-03-2015 22:00,-15.52,982.88,5.5,273.93,NaN
22-03-2015 23:00,-15.63,983.69,5.51,256.35,NaN
23-03-2015 00:00,-16.32,984.32,6.27,252.94,NaN
23-03-2015 01:00,-16.35,982.97,5.39,217.07,NaN
23-03-2015 02:00,-16.4,985.66,4.95,234.58,NaN
23-03-2015 03:00,-15.31,986.44,4.69,237.8,NaN
23-03-2015 04:00,-15.01,987.14,5.48,254.28,NaN
23-03-2015 05:00,-14.81,987.87,5.17,230.47,NaN
23-03-2015 06:00,-14.59,988.41,4.22,204.18,NaN
23-03-2015 07:00,-14.35,989.07,3.98,232.42,NaN
23-03-2015 08:00,-14.16,989.37,4.19,201.52,NaN
23-03-2015 09:00,-13.93,990.07,4.58,210.88,NaN
23-03-2015 10:00,-14.01,990.47,4.93,200.15,NaN
23-03-2015 11:00,-13.64,990.74,5.24,201.52,NaN
23-03-2015 12:00,-13.96,990.59,5.5,202.82,NaN
23-03-2015 13:00,-11.95,990.3,5.69,216.05,NaN
23-03-2015 14:00,-10.45,989.92,5.29,199.98,NaN
23-03-2015 15:00,-9.63,989.29,4.62,211.33,NaN
23-03-2015 16:00,-9.14,988.41,3.71,184.85,NaN
23-03-2015 17:00,-8.41,987.24,4.36,119.43,NaN
23-03-2015 18:00,-7.04,985.82,6.8,59.25,NaN
23-03-2015 19:00,-6.65,984.32,8.45,79.2,NaN
23-03-2015 20:00,-6.48,982.97,7.94,83.25,NaN
23-03-2015 21:00,-6.56,981.37,6.49,92.5,NaN
23-03-2015 22:00,-6.7,979.6,6.02,84.87,NaN
23-03-2015 23:00,-5.92,977.53,8.95,78.77,NaN
24-03-2015 00:00,-5.34,975.46,12.84,81.3,NaN
24-03-2015 01:00,-6.03,974.03,13.44,80.94,NaN
24-03-2015 02:00,NaN,NaN,NaN,NaN,NaN
24-03-2015 03:00,NaN,NaN,NaN,NaN,NaN
24-03-2015 04:00,NaN,NaN,NaN,NaN,NaN
24-03-2015 05:00,NaN,NaN,NaN,NaN,NaN
24-03-2015 06:00,NaN,NaN,NaN,NaN,NaN
24-03-2015 07:00,NaN,NaN,NaN,NaN,NaN
24-03-2015 08:00,NaN,NaN,NaN,NaN,NaN
24-03-2015 09:00,NaN,NaN,NaN,NaN,NaN
24-03-2015 10:00,-3.52,956.12,19.52,108.14,NaN
24-03-2015 11:00,-3.5,955.12,19.69,109.17,NaN
24-03-2015 12:00,-3.14,954.01,18.52,109.61,NaN
24-03-2015 13:00,-3.02,952.61,17.21,102.81,NaN
24-03-2015 14:00,-3.03,950.89,17.26,100.02,NaN
24-03-2015 15:00,-3.15,949.49,18.07,93.12,NaN
24-03-2015 16:00,-3.3,949.32,17.07,85.91,NaN
24-03-2015 17:00,-3.28,949.49,17.45,80.95,NaN
24-03-2015 18:00,-3.31,950.29,17.31,81.97,NaN
24-03-2015 19:00,-3.3,951.09,17.08,80.71,NaN
24-03-2015 20:00,-2.99,952.06,17.3,85.67,NaN
24-03-2015 21:00,-3.2,953.25,15.07,89.41,NaN
24-03-2015 22:00,-4.56,953.87,15.01,88.03,NaN
24-03-2015 23:00,-6.18,954.24,13.8,88.24,NaN
25-03-2015 00:00,-6.08,954.65,13.18,90.44,NaN
25-03-2015 01:00,-6.06,954.88,14.78,93.24,NaN
25-03-2015 02:00,-6.3,955.03,14.88,95.2,NaN
25-03-2015 03:00,-6.13,955.58,14.58,98.7,NaN
25-03-2015 04:00,-6.51,956.13,14.15,97.4,NaN
25-03-2015 05:00,-5.79,956.13,14.5,99.69,NaN
25-03-2015 06:00,-5.56,956.25,15.1,104.25,NaN
25-03-2015 07:00,-4.97,956.42,15.39,107.9,NaN
25-03-2015 08:00,-4.89,956.91,13.84,104.68,NaN
25-03-2015 09:00,-5.05,957.22,13.31,95.95,NaN
25-03-2015 10:00,-4.87,957.35,11.76,103.05,NaN
25-03-2015 11:00,-5.79,957.47,11.33,103.24,NaN
25-03-2015 12:00,-5.34,957.45,10.68,96,NaN
25-03-2015 13:00,-5.41,957.48,10.58,106.6,NaN
25-03-2015 14:00,-5.39,957.45,10.6,111.07,NaN
25-03-2015 15:00,-6.08,957.43,11.47,105.93,NaN
25-03-2015 16:00,-6.04,957.42,11.98,107.91,NaN
25-03-2015 17:00,-5.85,957.35,12.21,96.33,NaN
25-03-2015 18:00,-6.22,957.41,11.74,101.42,NaN
25-03-2015 19:00,-6.34,957.53,11.17,101.88,NaN
25-03-2015 20:00,-6.26,957.69,10.56,112.12,NaN
25-03-2015 21:00,-6.54,957.77,10.6,108.84,NaN
25-03-2015 22:00,-6.38,957.87,9.57,105.53,NaN
25-03-2015 23:00,-6.83,958.01,10.21,111,NaN
26-03-2015 00:00,-6.71,958.21,9.82,95.64,NaN
26-03-2015 01:00,-6.48,958.36,9.09,89.73,NaN
26-03-2015 02:00,-6.21,958.32,11.25,117.39,NaN
26-03-2015 03:00,-6.18,958.56,10.58,117.9,NaN
26-03-2015 04:00,-6.55,958.97,9.93,112.39,NaN
26-03-2015 05:00,-6.81,959.23,8.61,90.47,NaN
26-03-2015 06:00,-6.48,959.51,8.39,90.93,NaN
26-03-2015 07:00,-6.86,959.88,8.37,82.23,NaN
26-03-2015 08:00,-7.17,960.26,8.28,84.47,NaN
26-03-2015 09:00,-7.59,960.89,7.97,69.21,NaN
26-03-2015 10:00,-7.72,961.36,9.23,55.89,NaN
26-03-2015 11:00,-8.76,961.86,8.82,49.27,NaN
26-03-2015 12:00,-8.96,962.41,8.57,59.82,NaN
26-03-2015 13:00,-9.25,962.81,7.15,106.89,NaN
26-03-2015 14:00,-10.3,963.35,6.16,90.77,NaN
26-03-2015 15:00,-10.97,963.86,7.08,73.47,NaN
26-03-2015 16:00,-10.66,964.37,7.53,87.55,NaN
26-03-2015 17:00,-11.05,964.87,8.8,92.47,NaN
26-03-2015 18:00,-10.49,965.14,8.61,89.03,NaN
26-03-2015 19:00,-10.72,965.56,9.7,96.84,NaN
26-03-2015 20:00,-10.87,966.18,9.93,97.34,NaN
26-03-2015 21:00,-11.69,967,9.97,94.3,NaN
26-03-2015 22:00,-12.24,967.56,9.97,90.74,NaN
26-03-2015 23:00,-12.36,968.26,8.61,91.03,NaN
27-03-2015 00:00,-13.11,968.85,8.3,95.47,NaN
27-03-2015 01:00,-12.72,969.39,9.21,98.07,NaN
27-03-2015 02:00,-13.78,970.04,9.44,101.86,NaN
27-03-2015 03:00,-14.11,970.66,10.47,99.44,NaN
27-03-2015 04:00,-14.87,971.17,10.74,95.77,NaN
27-03-2015 05:00,-14.1,971.85,8.71,104.28,NaN
27-03-2015 06:00,-13.75,972.33,6.64,108.73,NaN
27-03-2015 07:00,-13.68,972.82,9.25,104.89,NaN
27-03-2015 08:00,-13.71,973.35,8.2,95.57,NaN
27-03-2015 09:00,-14.14,973.98,8.24,103.68,NaN
27-03-2015 10:00,-14.22,974.52,6.93,95.52,NaN
27-03-2015 11:00,-14.55,974.8,6.85,102.58,NaN
27-03-2015 12:00,-15.12,974.91,10.09,89.46,NaN
27-03-2015 13:00,-15.63,975.02,10.54,82.83,NaN
27-03-2015 14:00,-15.97,975.39,11.99,84.5,NaN
27-03-2015 15:00,-16.29,975.64,12.03,81.72,NaN
27-03-2015 16:00,-16.63,975.86,12.01,84.95,NaN
27-03-2015 17:00,-16.94,975.96,13.59,84.72,NaN
27-03-2015 18:00,-16.65,976.01,14.02,85.3,NaN
27-03-2015 19:00,-17.03,976.04,13.58,86.08,NaN
27-03-2015 20:00,-16.98,976.07,13.94,85.85,NaN
27-03-2015 21:00,-16.86,976.25,14.45,84.93,NaN
27-03-2015 22:00,-17.54,976.49,13.86,86.33,NaN
27-03-2015 23:00,-17.25,976.62,13.85,85.68,NaN
28-03-2015 00:00,-17.16,976.74,14.07,86.62,NaN
28-03-2015 01:00,-17.79,976.76,13.96,84.3,NaN
28-03-2015 02:00,-17.72,976.82,13.46,85.67,NaN
28-03-2015 03:00,-17.61,977.03,14.7,86.37,NaN
28-03-2015 04:00,-16.95,977.21,13.22,88.05,NaN
28-03-2015 05:00,-16.58,977.31,12.18,88.98,NaN
28-03-2015 06:00,-15.99,977.54,11.79,89.07,NaN
28-03-2015 07:00,-15.23,977.48,11.93,87.88,NaN
28-03-2015 08:00,-14.9,977.89,10.85,97.48,NaN
28-03-2015 09:00,-14.54,978.24,10.1,95.47,NaN
28-03-2015 10:00,-14.6,978.29,10.12,95.73,NaN
28-03-2015 11:00,-14.53,978.26,9.68,90.32,NaN
28-03-2015 12:00,-14.51,978.42,7.84,86.62,NaN
28-03-2015 13:00,-14.91,978.52,7.64,90.93,NaN
28-03-2015 14:00,-14.87,978.42,5.86,77.97,NaN
28-03-2015 15:00,-15.24,978.44,5.55,107.4,NaN
28-03-2015 16:00,-14.81,978.42,4.53,157.9,NaN
28-03-2015 17:00,-14.49,978.33,5.13,154.87,NaN
28-03-2015 18:00,-14.9,978.29,5.92,127.78,NaN
28-03-2015 19:00,-15.01,978.04,5.74,111.97,NaN
28-03-2015 20:00,-15.3,977.89,6.76,122.03,NaN
28-03-2015 21:00,-15.11,977.73,5.36,125.7,NaN
28-03-2015 22:00,-15.06,977.77,4.68,128.83,NaN
28-03-2015 23:00,-14.96,977.69,6.01,127.87,NaN
29-03-2015 00:00,-15.4,977.41,6.23,127.27,NaN
29-03-2015 01:00,-15.57,977.12,7.26,127.98,NaN
29-03-2015 02:00,-15.64,976.98,6.74,126.08,NaN
29-03-2015 03:00,-15.44,976.88,6.89,127.3,NaN
29-03-2015 04:00,-15.1,976.86,6.86,122.53,NaN
29-03-2015 05:00,-14.78,976.68,8.54,121.75,NaN
29-03-2015 06:00,-14.33,976.5,8.7,117.85,NaN
29-03-2015 07:00,-14.29,976.42,8.89,118.92,NaN
29-03-2015 08:00,-14.27,976.34,8.31,119.07,NaN
29-03-2015 09:00,-13.84,976.34,8.3,121.38,NaN
29-03-2015 10:00,-13.33,976.39,7.63,121.57,NaN
29-03-2015 11:00,-13.27,976.41,7.46,122.92,NaN
29-03-2015 12:00,-13.82,976.47,8.22,119.8,NaN
29-03-2015 13:00,-13.77,976.5,7.84,120.98,NaN
29-03-2015 14:00,-14.1,976.66,6.85,113.18,NaN
29-03-2015 15:00,-13.68,976.91,5.69,142.63,NaN
29-03-2015 16:00,-13.13,977.21,6.01,114.43,NaN
29-03-2015 17:00,-12.81,977.39,7.83,115.62,NaN
29-03-2015 18:00,-12.34,977.44,7.44,118.43,NaN
29-03-2015 19:00,-12.59,977.4,7.54,117.7,NaN
29-03-2015 20:00,-13.08,977.52,6.78,105.23,NaN
29-03-2015 21:00,-13.47,977.4,7.89,93.42,NaN
29-03-2015 22:00,-13.56,977.26,8.62,77.65,NaN
29-03-2015 23:00,-13.59,977.51,5.56,286,NaN
30-03-2015 00:00,-13.31,977.85,5.72,277.52,NaN
30-03-2015 01:00,-13.47,978.05,6.23,107.05,NaN
30-03-2015 02:00,-14.43,977.99,8.55,86.3,NaN
30-03-2015 03:00,-15.37,978,9.15,87.62,NaN
30-03-2015 04:00,-15.04,978.17,9.79,83.53,NaN
30-03-2015 05:00,-14.9,978.23,8.55,82.73,NaN
30-03-2015 06:00,-14.54,978.37,9.04,88.5,NaN
30-03-2015 07:00,-13.59,978.58,9.13,102.12,NaN
30-03-2015 08:00,-13.46,978.69,10.96,116.3,NaN
30-03-2015 09:00,-13.47,978.69,9.96,115.82,NaN
30-03-2015 10:00,-13.56,978.59,10.02,117.38,NaN
30-03-2015 11:00,-14.2,978.46,9.53,117.78,NaN
30-03-2015 12:00,-14.09,978.46,7.12,104.2,NaN
30-03-2015 13:00,-14.14,978.21,6.22,94.53,NaN
30-03-2015 14:00,-13.94,978.06,6.73,95.27,NaN
30-03-2015 15:00,-14.44,977.74,6.77,95.8,NaN
30-03-2015 16:00,-14.7,977.43,6.88,93.18,NaN
30-03-2015 17:00,-14.49,977.17,5.38,59,NaN
30-03-2015 18:00,-14.37,976.87,4.22,67.5,NaN
30-03-2015 19:00,-13.96,976.6,5.14,223.53,NaN
30-03-2015 20:00,-13.38,976.42,5.43,241.7,NaN
30-03-2015 21:00,-12.63,976.13,4.07,309.35,NaN
30-03-2015 22:00,-11.39,975.59,3.91,280.92,NaN
30-03-2015 23:00,-10.23,975.15,3.89,277.33,NaN
31-03-2015 00:00,-10.28,974.71,4.44,240.77,NaN
31-03-2015 01:00,-9.98,974.1,4.32,216.38,NaN
31-03-2015 02:00,-8.28,973.6,4.03,176.27,NaN
31-03-2015 03:00,-7.62,973.23,4.71,157.92,NaN
31-03-2015 04:00,-7.33,972.73,5.36,173.43,NaN
31-03-2015 05:00,-7.2,972.2,4.09,202.08,NaN
31-03-2015 06:00,-7.06,971.79,4.27,168.63,NaN
31-03-2015 07:00,-6.96,971.04,8.34,73.73,NaN
31-03-2015 08:00,-7.15,970.34,10.74,55.18,NaN
31-03-2015 09:00,-7.55,969.9,10.72,55.28,NaN
31-03-2015 10:00,-9.99,969.5,10.59,55.62,NaN
31-03-2015 11:00,-10.86,969.02,9.6,55.98,NaN
31-03-2015 12:00,-12.25,968.63,8.63,54.43,NaN
31-03-2015 13:00,-13.45,968.33,8.81,62.93,NaN
31-03-2015 14:00,-14.26,968.15,7.6,126.73,NaN
31-03-2015 15:00,-15.16,968.09,5.51,221.5,NaN
31-03-2015 16:00,-16.47,967.98,4.88,231.55,NaN
31-03-2015 17:00,-17.19,967.88,6.15,202.92,NaN
31-03-2015 18:00,-17.47,967.75,6.97,206.63,NaN
31-03-2015 19:00,-17.75,967.63,7.25,205.37,NaN
31-03-2015 20:00,-17.61,967.67,7.29,218.65,NaN
31-03-2015 21:00,-17.89,967.8,7.68,222.78,NaN
31-03-2015 22:00,-18.91,967.78,7.72,219.95,NaN
31-03-2015 23:00,-19.97,968.03,6.53,228.03,NaN
01-04-2015 00:00,-17.73,968.18,6.49,209.25,NaN
01-04-2015 01:00,-17.54,968.27,5.99,220.58,NaN
01-04-2015 02:00,-17.79,968.39,5.93,241.27,NaN
01-04-2015 03:00,-18.79,968.52,6.73,231.95,NaN
01-04-2015 04:00,-19.88,968.62,7.01,222.18,NaN
01-04-2015 05:00,-19.84,968.68,5.53,232.22,NaN
01-04-2015 06:00,-20.01,968.85,5.43,263.17,NaN
01-04-2015 07:00,-21.2,969.03,7.22,241.32,NaN
01-04-2015 08:00,-22.07,969.07,7.87,228.5,NaN
01-04-2015 09:00,-22.44,969.1,7.58,226.43,NaN
01-04-2015 10:00,-22.48,969.22,7.28,211.2,NaN
01-04-2015 11:00,-21.85,969.44,7.71,217.08,NaN
01-04-2015 12:00,-21.39,969.44,7.06,204.53,NaN
01-04-2015 13:00,-20.74,969.41,6.37,209.37,NaN
01-04-2015 14:00,-20.29,969.34,5.85,210.52,NaN
01-04-2015 15:00,-19.92,969.22,5.64,229.35,NaN
01-04-2015 16:00,-19.9,969.22,7.21,238.13,NaN
01-04-2015 17:00,-20.18,969.06,10.35,219.18,NaN
01-04-2015 18:00,-20.67,968.61,10.39,214.88,NaN
01-04-2015 19:00,-20.93,968.26,10.87,210.35,NaN
01-04-2015 20:00,-20.29,968.14,9.18,196.87,NaN
01-04-2015 21:00,-17.72,968.5,5.29,138.53,NaN
01-04-2015 22:00,-15.23,968.82,11.12,82.1,NaN
01-04-2015 23:00,-15.24,969.44,14,84.18,NaN
02-04-2015 00:00,-15.93,970.6,16.17,87.27,NaN
02-04-2015 01:00,-16.87,971.66,17.1,83.27,NaN
02-04-2015 02:00,-17.57,972.47,17.21,85.77,NaN
02-04-2015 03:00,-18.03,973.41,17.14,87.88,NaN
02-04-2015 04:00,-18.55,974.14,15.94,87.82,NaN
02-04-2015 05:00,-19.05,974.51,16.07,89.98,NaN
02-04-2015 06:00,-19.18,974.61,16.19,88.1,NaN
02-04-2015 07:00,-19.31,974.85,15.86,88.28,NaN
02-04-2015 08:00,-19.32,974.91,16.17,87.42,NaN
02-04-2015 09:00,-18.78,974.98,14.77,87.38,NaN
02-04-2015 10:00,-18.32,975.18,13.64,84.92,NaN
02-04-2015 11:00,-17.67,974.91,13.2,83.82,NaN
02-04-2015 12:00,-17.4,974.77,13.51,82.68,NaN
02-04-2015 13:00,-16.98,974.91,12.32,82.07,NaN
02-04-2015 14:00,-16.72,975.11,11.77,76.12,NaN
02-04-2015 15:00,-17.13,975.33,11.81,82.5,NaN
02-04-2015 16:00,-17.45,975.37,12.13,84.18,NaN
02-04-2015 17:00,-18.55,975.26,12.82,89.3,NaN
02-04-2015 18:00,-19.01,975.1,13.32,89.7,NaN
02-04-2015 19:00,-19.61,975.01,11.78,94.05,NaN
02-04-2015 20:00,-19.6,975.18,12.1,90.23,NaN
02-04-2015 21:00,-19.85,975.54,12.58,90.77,NaN
02-04-2015 22:00,-20.19,975.97,11.17,93.27,NaN
02-04-2015 23:00,-20.79,976.26,10.52,98.8,NaN
03-04-2015 00:00,-21.23,976.5,10.64,97.12,NaN
03-04-2015 01:00,-21.64,976.88,11.19,105.18,NaN
03-04-2015 02:00,-21.91,977.41,10.68,100.73,NaN
03-04-2015 03:00,-22.12,978,10.49,107.53,NaN
03-04-2015 04:00,-23.09,978.4,11.15,119.38,NaN
03-04-2015 05:00,-23.07,978.97,11.5,117.6,NaN
03-04-2015 06:00,-22.7,979.24,9.72,107.03,NaN
03-04-2015 07:00,-23.01,979.42,10.88,108.53,NaN
03-04-2015 08:00,-22.62,979.74,10.22,106.55,NaN
03-04-2015 09:00,-21.53,980.19,9.98,100.05,NaN
03-04-2015 10:00,-21.63,980.7,9,101.1,NaN
03-04-2015 11:00,-20.93,981.02,9.14,99.03,NaN
03-04-2015 12:00,-20.4,981.33,8.98,95.07,NaN
03-04-2015 13:00,-19.82,981.78,9.1,90.2,NaN
03-04-2015 14:00,-19.67,981.95,7.99,96.42,NaN
03-04-2015 15:00,-19.67,981.96,7.41,101.07,NaN
03-04-2015 16:00,-19.8,982.24,8.77,113.1,NaN
03-04-2015 17:00,-20.49,982.35,10,117.53,NaN
03-04-2015 18:00,-20.79,982.48,10.36,120.73,NaN
03-04-2015 19:00,-20.64,982.59,9.6,113.75,NaN
03-04-2015 20:00,-20.54,982.69,9.66,105.8,NaN
03-04-2015 21:00,-21.11,983.06,10.56,114.97,NaN
03-04-2015 22:00,-21.09,983.3,10.6,116.6,NaN
03-04-2015 23:00,-20.77,983.43,9.3,105.98,NaN
04-04-2015 00:00,-21.08,983.66,11.34,115.02,NaN
04-04-2015 01:00,-21.64,983.73,12.12,120.47,NaN
04-04-2015 02:00,-21.97,983.94,12.84,117.42,NaN
04-04-2015 03:00,-22.6,983.95,12.81,119.28,NaN
04-04-2015 04:00,-22.9,983.78,12.55,120.73,NaN
04-04-2015 05:00,-24.3,983.65,13.08,121.08,NaN
04-04-2015 06:00,-24.1,983.25,11.6,121.73,NaN
04-04-2015 07:00,-23.03,982.66,8.78,118.73,NaN
04-04-2015 08:00,-22.58,982.15,8.14,122.45,NaN
04-04-2015 09:00,-22.17,982.21,8.2,123.42,NaN
04-04-2015 10:00,-21.74,982.2,8.37,114.8,NaN
04-04-2015 11:00,-20.93,981.93,7.64,99.77,NaN
04-04-2015 12:00,-20.46,981.69,7.21,97.32,NaN
04-04-2015 13:00,-20.15,981.35,6.58,94.45,NaN
04-04-2015 14:00,-20.23,981.03,6.35,95.75,NaN
04-04-2015 15:00,-20.68,980.83,7.01,98.5,NaN
04-04-2015 16:00,-21.06,980.5,6.87,102.03,NaN
04-04-2015 17:00,-21.74,980.05,7.87,118.35,NaN
04-04-2015 18:00,-21.81,979.6,6.99,113.75,NaN
04-04-2015 19:00,-21.87,979.39,6.42,124.08,NaN
04-04-2015 20:00,-21.84,979.34,6.74,120.4,NaN
04-04-2015 21:00,-21.8,979.27,7.04,108.78,NaN
04-04-2015 22:00,-21.51,979.43,7.13,113.92,NaN
04-04-2015 23:00,-21.4,979.42,6.14,108.53,NaN
05-04-2015 00:00,-21.7,979.29,6.71,109.93,NaN
05-04-2015 01:00,-21.98,978.94,6.81,107.63,NaN
05-04-2015 02:00,-21.77,978.74,6.38,109,NaN
05-04-2015 03:00,-21.53,978.54,6.72,108.92,NaN
05-04-2015 04:00,-20.92,978.16,8.03,92.23,NaN
05-04-2015 05:00,-20.22,978.02,8.55,90.47,NaN
05-04-2015 06:00,-19.57,977.85,8.4,89.28,NaN
05-04-2015 07:00,-18.96,977.74,7.14,85.47,NaN
05-04-2015 08:00,-17.28,977.82,7.11,57.1,NaN
05-04-2015 09:00,-16.33,978.06,7.52,45.25,NaN
05-04-2015 10:00,-15.64,978.25,8.12,30.52,NaN
05-04-2015 11:00,-15.44,978.38,8.38,51.7,NaN
05-04-2015 12:00,-15.23,978.61,7.59,30.53,NaN
05-04-2015 13:00,-15.16,978.67,7.14,12.17,NaN
05-04-2015 14:00,-15.13,978.56,6.3,76.47,NaN
05-04-2015 15:00,-15.36,978.49,4.94,305.7,NaN
05-04-2015 16:00,-15.85,978.56,4.99,279.5,NaN
05-04-2015 17:00,-16.23,978.69,5.12,236,NaN
05-04-2015 18:00,-16.48,978.42,6.25,203.18,NaN
05-04-2015 19:00,-16.43,978.12,5.4,188.92,NaN
05-04-2015 20:00,-15.55,978.11,4.32,131.82,NaN
05-04-2015 21:00,-14.04,978.06,7.42,53.82,NaN
05-04-2015 22:00,-13.26,977.95,10.07,58.35,NaN
05-04-2015 23:00,-13.04,978,10.44,58.57,NaN
06-04-2015 00:00,-12.62,977.94,10.96,43.5,NaN
06-04-2015 01:00,-12.61,977.88,10.64,43.08,NaN
06-04-2015 02:00,-12.62,977.94,9.88,42.62,NaN
06-04-2015 03:00,-12.8,977.88,9.09,27.32,NaN
06-04-2015 04:00,-12.96,977.75,7.66,24.35,NaN
06-04-2015 05:00,-12.86,977.69,5.79,62.45,NaN
06-04-2015 06:00,-13.08,977.61,5.01,236.12,NaN
06-04-2015 07:00,-13.42,977.38,5.5,200.7,NaN
06-04-2015 08:00,-13.86,977.1,6.13,201.22,NaN
06-04-2015 09:00,-13.78,976.88,6.26,212.52,NaN
06-04-2015 10:00,-13.36,976.66,6.42,218.78,NaN
06-04-2015 11:00,-13.09,976.5,6.33,219.18,NaN
06-04-2015 12:00,NaN,NaN,NaN,NaN,NaN
06-04-2015 13:00,NaN,NaN,NaN,NaN,NaN
06-04-2015 14:00,NaN,NaN,NaN,NaN,NaN
06-04-2015 15:00,NaN,NaN,NaN,NaN,NaN
